a,b,c,d,e,f,g,h,i
[0.44029257],0,0,0,0,0.44029257,0.44029257,0.44029257,0
[0.581211],1,1,1,1,0.581211,0.581211,4.581211,1
[0.5401883],0,1,1,1,0.5401883,0.5401883,3.5401883,0
[0.59622175],1,1,1,1,0.59622175,0.59622175,4.59622175,1
[0.6590345],1,1,1,1,0.6590345,0.6590345,4.6590345,1
[0.55176055],1,1,1,1,0.55176055,0.55176055,4.55176055,1
[0.6450498],0,1,1,1,0.6450498,0.6450498,3.6450498,0
[0.6515331],1,1,1,1,0.6515331,0.6515331,4.6515331,1
[0.58103466],0,1,1,1,0.58103466,0.58103466,3.58103466,0
[0.78676546],1,1,1,1,0.78676546,0.78676546,4.78676546,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.56104577],0,1,1,1,0.56104577,0.56104577,3.56104577,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6064528],0,1,1,1,0.6064528,0.6064528,3.6064528,0
[0.3141452],0,0,0,0,0.3141452,0.3141452,0.3141452,0
[0.30232164],0,0,0,0,0.30232164,0.30232164,0.30232164,0
[0.37517965],0,0,0,0,0.37517965,0.37517965,0.37517965,0
[0.75259435],1,1,1,1,0.75259435,0.75259435,4.75259435,1
[0.44401026],1,0,1,1,0.44401026,0.44401026,3.44401026,0
[0.62881726],1,1,1,1,0.62881726,0.62881726,4.62881726,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.24281141],0,0,0,0,0.24281141,0.24281141,0.24281141,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.63959855],1,1,1,1,0.63959855,0.63959855,4.63959855,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.47490335],1,1,1,1,0.47490335,0.47490335,4.47490335,1
[0.6610064],1,1,1,1,0.6610064,0.6610064,4.6610064,1
[0.4726118],0,0,0,0,0.4726118,0.4726118,0.4726118,0
[0.5791068],1,1,1,1,0.5791068,0.5791068,4.5791068,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.609409],1,1,1,1,0.609409,0.609409,4.609409,1
[0.28006378],0,0,0,1,0.28006378,0.28006378,1.28006378,0
[0.5819268],1,1,1,1,0.5819268,0.5819268,4.5819268,1
[0.52415955],0,1,1,0,0.52415955,0.52415955,2.52415955,0
[0.582361],1,1,1,1,0.582361,0.582361,4.582361,1
[0.6544627],1,1,1,1,0.6544627,0.6544627,4.6544627,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6139037],1,1,1,1,0.6139037,0.6139037,4.6139037,1
[0.60528046],0,1,1,1,0.60528046,0.60528046,3.60528046,0
[0.4685108],1,0,0,1,0.4685108,0.4685108,2.4685108,0
[0.26141003],1,0,0,0,0.26141003,0.26141003,1.26141003,0
[0.50263506],1,1,1,1,0.50263506,0.50263506,4.50263506,1
[0.61217636],0,1,1,1,0.61217636,0.61217636,3.61217636,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5492671],1,1,1,1,0.5492671,0.5492671,4.5492671,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.717744],1,1,1,1,0.717744,0.717744,4.717744,1
[0.3426146],0,0,0,0,0.3426146,0.3426146,0.3426146,0
[0.5784081],1,1,1,1,0.5784081,0.5784081,4.5784081,1
[0.5447061],0,1,1,1,0.5447061,0.5447061,3.5447061,0
[0.33478588],0,0,0,0,0.33478588,0.33478588,0.33478588,0
[0.7052405],1,1,1,1,0.7052405,0.7052405,4.7052405,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5753207],0,1,1,1,0.5753207,0.5753207,3.5753207,0
[0.28861406],0,0,0,1,0.28861406,0.28861406,1.28861406,0
[0.6502248],0,1,1,1,0.6502248,0.6502248,3.6502248,0
[0.6769167],1,1,1,1,0.6769167,0.6769167,4.6769167,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.55013484],0,1,1,1,0.55013484,0.55013484,3.55013484,0
[0.5102909],0,0,0,0,0.5102909,0.5102909,0.5102909,0
[0.6096982],1,1,1,1,0.6096982,0.6096982,4.6096982,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4919967],1,1,1,1,0.4919967,0.4919967,4.4919967,1
[0.6601691],1,1,1,1,0.6601691,0.6601691,4.6601691,1
[0.550861],1,1,1,1,0.550861,0.550861,4.550861,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5777935],1,1,1,1,0.5777935,0.5777935,4.5777935,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41404453],1,0,0,1,0.41404453,0.41404453,2.41404453,0
[0.5550266],1,1,1,1,0.5550266,0.5550266,4.5550266,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.34227467],1,0,0,1,0.34227467,0.34227467,2.34227467,0
[0.58626664],1,1,1,1,0.58626664,0.58626664,4.58626664,1
[0.56603205],1,1,1,1,0.56603205,0.56603205,4.56603205,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6405319],1,1,1,1,0.6405319,0.6405319,4.6405319,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5129459],0,1,1,1,0.5129459,0.5129459,3.5129459,0
[0.7269491],1,1,1,1,0.7269491,0.7269491,4.7269491,1
[0.54015845],0,1,1,1,0.54015845,0.54015845,3.54015845,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6541569],1,1,1,1,0.6541569,0.6541569,4.6541569,1
[0.5784204],1,1,1,1,0.5784204,0.5784204,4.5784204,1
[0.598561],1,1,1,1,0.598561,0.598561,4.598561,1
[0.56164885],1,1,1,1,0.56164885,0.56164885,4.56164885,1
[0.59162843],0,1,1,1,0.59162843,0.59162843,3.59162843,0
[0.6571737],1,1,1,1,0.6571737,0.6571737,4.6571737,1
[0.5652286],1,1,1,1,0.5652286,0.5652286,4.5652286,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.41275772],0,0,0,0,0.41275772,0.41275772,0.41275772,0
[0.5979537],0,1,1,1,0.5979537,0.5979537,3.5979537,0
[0.48615468],0,0,1,0,0.48615468,0.48615468,1.48615468,0
[0.5188353],0,1,1,1,0.5188353,0.5188353,3.5188353,0
[0.7610812],1,1,1,1,0.7610812,0.7610812,4.7610812,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.49504834],1,1,1,1,0.49504834,0.49504834,4.49504834,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.40788534],0,0,0,1,0.40788534,0.40788534,1.40788534,0
[0.75202143],1,1,1,1,0.75202143,0.75202143,4.75202143,1
[0.65820575],0,1,1,1,0.65820575,0.65820575,3.65820575,0
[0.6291354],1,1,1,1,0.6291354,0.6291354,4.6291354,1
[0.61461055],1,1,1,1,0.61461055,0.61461055,4.61461055,1
[0.5477624],0,1,1,1,0.5477624,0.5477624,3.5477624,0
[0.5022194],0,1,1,0,0.5022194,0.5022194,2.5022194,0
[0.26437676],0,0,0,0,0.26437676,0.26437676,0.26437676,0
[0.5922282],1,1,1,1,0.5922282,0.5922282,4.5922282,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5972613],1,1,1,1,0.5972613,0.5972613,4.5972613,1
[0.78766286],1,1,1,1,0.78766286,0.78766286,4.78766286,1
[0.8337269],0,0,1,1,0.8337269,0.8337269,2.8337269,0
[0.6094553],1,1,1,1,0.6094553,0.6094553,4.6094553,1
[0.50154316],0,0,1,0,0.50154316,0.50154316,1.50154316,0
[0.78856075],1,1,1,1,0.78856075,0.78856075,4.78856075,1
[0.38925013],1,0,0,1,0.38925013,0.38925013,2.38925013,0
[0.648403],1,1,1,1,0.648403,0.648403,4.648403,1
[0.6348729],1,1,1,1,0.6348729,0.6348729,4.6348729,1
[0.64403355],1,1,1,1,0.64403355,0.64403355,4.64403355,1
[0.65053034],1,1,1,1,0.65053034,0.65053034,4.65053034,1
[0.70913005],0,1,1,1,0.70913005,0.70913005,3.70913005,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.60251284],0,1,1,1,0.60251284,0.60251284,3.60251284,0
[0.7838539],1,1,1,1,0.7838539,0.7838539,4.7838539,1
[0.58532584],1,1,1,1,0.58532584,0.58532584,4.58532584,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.67182213],1,1,1,1,0.67182213,0.67182213,4.67182213,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.38939562],1,0,0,0,0.38939562,0.38939562,1.38939562,0
[0.78780794],1,1,1,1,0.78780794,0.78780794,4.78780794,1
[0.49462983],1,0,1,0,0.49462983,0.49462983,2.49462983,0
[0.35407856],0,0,0,0,0.35407856,0.35407856,0.35407856,0
[0.5777669],0,1,1,1,0.5777669,0.5777669,3.5777669,0
[0.38420156],0,0,0,0,0.38420156,0.38420156,0.38420156,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.64872736],0,1,1,1,0.64872736,0.64872736,3.64872736,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.434644],1,0,0,1,0.434644,0.434644,2.434644,0
[0.7874584],1,1,1,1,0.7874584,0.7874584,4.7874584,1
[0.56445014],1,1,1,1,0.56445014,0.56445014,4.56445014,1
[0.5202204],0,1,1,0,0.5202204,0.5202204,2.5202204,0
[0.5447487],0,1,1,1,0.5447487,0.5447487,3.5447487,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.4599828],0,0,0,0,0.4599828,0.4599828,0.4599828,0
[0.36718354],1,0,0,1,0.36718354,0.36718354,2.36718354,0
[0.29823667],0,0,0,1,0.29823667,0.29823667,1.29823667,0
[0.6673285],1,1,1,1,0.6673285,0.6673285,4.6673285,1
[0.448999],0,0,0,0,0.448999,0.448999,0.448999,0
[0.66777706],1,1,1,1,0.66777706,0.66777706,4.66777706,1
[0.43119442],1,0,0,1,0.43119442,0.43119442,2.43119442,0
[0.6414739],1,1,1,1,0.6414739,0.6414739,4.6414739,1
[0.6980474],1,1,1,1,0.6980474,0.6980474,4.6980474,1
[0.56091607],0,1,1,1,0.56091607,0.56091607,3.56091607,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.51691043],1,1,1,1,0.51691043,0.51691043,4.51691043,1
[0.6899246],1,1,1,1,0.6899246,0.6899246,4.6899246,1
[0.7951309],0,1,1,1,0.7951309,0.7951309,3.7951309,0
[0.49165112],0,0,0,0,0.49165112,0.49165112,0.49165112,0
[0.26448482],0,0,0,0,0.26448482,0.26448482,0.26448482,0
[0.26450646],0,0,0,0,0.26450646,0.26450646,0.26450646,0
[0.52980554],0,0,0,0,0.52980554,0.52980554,0.52980554,0
[0.55914426],1,1,1,1,0.55914426,0.55914426,4.55914426,1
[0.4376882],1,0,1,1,0.4376882,0.4376882,3.4376882,0
[0.4664316],0,0,1,1,0.4664316,0.4664316,2.4664316,0
[0.69891256],1,1,1,1,0.69891256,0.69891256,4.69891256,1
[0.5102651],1,1,1,0,0.5102651,0.5102651,3.5102651,0
[0.7060226],1,1,1,1,0.7060226,0.7060226,4.7060226,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5917721],0,1,1,1,0.5917721,0.5917721,3.5917721,0
[0.460824],0,1,1,1,0.460824,0.460824,3.460824,0
[0.732676],1,1,1,1,0.732676,0.732676,4.732676,1
[0.5505675],1,1,1,0,0.5505675,0.5505675,3.5505675,0
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.6924833],1,1,1,1,0.6924833,0.6924833,4.6924833,1
[0.76045924],1,1,1,1,0.76045924,0.76045924,4.76045924,1
[0.5861545],0,1,1,0,0.5861545,0.5861545,2.5861545,0
[0.6087266],1,1,1,1,0.6087266,0.6087266,4.6087266,1
[0.71905446],1,1,1,1,0.71905446,0.71905446,4.71905446,1
[0.48956883],1,0,0,0,0.48956883,0.48956883,1.48956883,0
[0.5415041],1,0,0,0,0.5415041,0.5415041,1.5415041,0
[0.6820365],1,1,1,1,0.6820365,0.6820365,4.6820365,1
[0.6448374],0,1,1,1,0.6448374,0.6448374,3.6448374,0
[0.4978259],0,0,1,0,0.4978259,0.4978259,1.4978259,0
[0.654873],1,1,1,1,0.654873,0.654873,4.654873,1
[0.7347821],1,1,1,1,0.7347821,0.7347821,4.7347821,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.55412865],1,1,1,1,0.55412865,0.55412865,4.55412865,1
[0.42471015],1,0,0,0,0.42471015,0.42471015,1.42471015,0
[0.72795993],1,1,1,1,0.72795993,0.72795993,4.72795993,1
[0.62731725],1,1,1,1,0.62731725,0.62731725,4.62731725,1
[0.74748254],1,1,1,1,0.74748254,0.74748254,4.74748254,1
[0.6212333],1,1,1,1,0.6212333,0.6212333,4.6212333,1
[0.3015354],1,0,0,0,0.3015354,0.3015354,1.3015354,0
[0.21243605],0,0,0,0,0.21243605,0.21243605,0.21243605,0
[0.54263395],1,1,1,1,0.54263395,0.54263395,4.54263395,1
[0.66722214],0,1,1,1,0.66722214,0.66722214,3.66722214,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.66055715],1,1,1,1,0.66055715,0.66055715,4.66055715,1
[0.6072392],1,1,1,1,0.6072392,0.6072392,4.6072392,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.612604],1,1,1,1,0.612604,0.612604,4.612604,1
[0.29835424],0,0,0,0,0.29835424,0.29835424,0.29835424,0
[0.4776497],0,0,0,0,0.4776497,0.4776497,0.4776497,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6095687],1,1,1,1,0.6095687,0.6095687,4.6095687,1
[0.769538],1,1,1,1,0.769538,0.769538,4.769538,1
[0.5486481],0,1,1,1,0.5486481,0.5486481,3.5486481,0
[0.6080928],0,1,1,1,0.6080928,0.6080928,3.6080928,0
[0.50671417],1,0,1,0,0.50671417,0.50671417,2.50671417,0
[0.78838056],1,1,1,1,0.78838056,0.78838056,4.78838056,1
[0.27863768],1,0,0,1,0.27863768,0.27863768,2.27863768,0
[0.62772036],1,1,1,1,0.62772036,0.62772036,4.62772036,1
[0.5409864],1,1,1,1,0.5409864,0.5409864,4.5409864,1
[0.6218767],1,1,1,1,0.6218767,0.6218767,4.6218767,1
[0.7756084],1,1,1,1,0.7756084,0.7756084,4.7756084,1
[0.7951991],1,1,1,1,0.7951991,0.7951991,4.7951991,1
[0.51266015],0,1,1,1,0.51266015,0.51266015,3.51266015,0
[0.687437],1,1,1,1,0.687437,0.687437,4.687437,1
[0.32206246],0,0,0,1,0.32206246,0.32206246,1.32206246,0
[0.68199575],1,1,1,1,0.68199575,0.68199575,4.68199575,1
[0.61286175],0,1,1,1,0.61286175,0.61286175,3.61286175,0
[0.56841016],0,1,1,0,0.56841016,0.56841016,2.56841016,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.554981],1,1,1,1,0.554981,0.554981,4.554981,1
[0.5882723],1,1,1,1,0.5882723,0.5882723,4.5882723,1
[0.5064],0,1,1,1,0.5064,0.5064,3.5064,0
[0.425534],0,0,0,0,0.425534,0.425534,0.425534,0
[0.74639714],1,1,1,1,0.74639714,0.74639714,4.74639714,1
[0.8355087],1,1,1,1,0.8355087,0.8355087,4.8355087,1
[0.38445976],0,0,0,1,0.38445976,0.38445976,1.38445976,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.78706264],1,1,1,1,0.78706264,0.78706264,4.78706264,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.57873243],0,1,1,1,0.57873243,0.57873243,3.57873243,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6090281],1,1,1,1,0.6090281,0.6090281,4.6090281,1
[0.59266436],1,1,1,1,0.59266436,0.59266436,4.59266436,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.65137434],1,1,1,1,0.65137434,0.65137434,4.65137434,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7022257],1,1,1,1,0.7022257,0.7022257,4.7022257,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.4890615],1,1,1,1,0.4890615,0.4890615,4.4890615,1
[0.51592886],1,1,1,1,0.51592886,0.51592886,4.51592886,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.620864],1,1,1,1,0.620864,0.620864,4.620864,1
[0.48757],0,0,0,0,0.48757,0.48757,0.48757,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.688552],0,1,1,1,0.688552,0.688552,3.688552,0
[0.78818154],1,1,1,1,0.78818154,0.78818154,4.78818154,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.32461065],0,0,0,1,0.32461065,0.32461065,1.32461065,0
[0.3801696],0,0,0,0,0.3801696,0.3801696,0.3801696,0
[0.48608014],0,0,0,0,0.48608014,0.48608014,0.48608014,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.35236943],1,0,0,1,0.35236943,0.35236943,2.35236943,0
[0.54517967],1,1,1,0,0.54517967,0.54517967,3.54517967,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5547068],1,1,1,1,0.5547068,0.5547068,4.5547068,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.39354432],0,0,0,0,0.39354432,0.39354432,0.39354432,0
[0.66372645],0,1,1,1,0.66372645,0.66372645,3.66372645,0
[0.25370455],0,0,0,0,0.25370455,0.25370455,0.25370455,0
[0.65365565],1,1,1,1,0.65365565,0.65365565,4.65365565,1
[0.45980108],0,0,0,1,0.45980108,0.45980108,1.45980108,0
[0.7206177],1,1,1,1,0.7206177,0.7206177,4.7206177,1
[0.5290781],1,1,1,1,0.5290781,0.5290781,4.5290781,1
[0.59127295],1,1,1,1,0.59127295,0.59127295,4.59127295,1
[0.7223229],1,1,1,1,0.7223229,0.7223229,4.7223229,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.52721155],1,1,1,1,0.52721155,0.52721155,4.52721155,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5245192],1,1,1,0,0.5245192,0.5245192,3.5245192,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.78706664],1,1,1,1,0.78706664,0.78706664,4.78706664,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5077524],0,0,0,1,0.5077524,0.5077524,1.5077524,0
[0.6556622],0,1,1,1,0.6556622,0.6556622,3.6556622,0
[0.7208796],1,1,1,1,0.7208796,0.7208796,4.7208796,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.6226121],1,1,1,1,0.6226121,0.6226121,4.6226121,1
[0.4525751],0,0,0,0,0.4525751,0.4525751,0.4525751,0
[0.5741091],1,1,1,1,0.5741091,0.5741091,4.5741091,1
[0.6609067],1,1,1,1,0.6609067,0.6609067,4.6609067,1
[0.5953378],1,1,1,1,0.5953378,0.5953378,4.5953378,1
[0.7885999],1,1,1,1,0.7885999,0.7885999,4.7885999,1
[0.3283789],0,0,0,0,0.3283789,0.3283789,0.3283789,0
[0.47101563],0,0,0,1,0.47101563,0.47101563,1.47101563,0
[0.458368],0,0,0,0,0.458368,0.458368,0.458368,0
[0.48887914],1,1,1,1,0.48887914,0.48887914,4.48887914,1
[0.44092435],1,0,0,0,0.44092435,0.44092435,1.44092435,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5267134],0,1,1,0,0.5267134,0.5267134,2.5267134,0
[0.5883304],0,1,1,1,0.5883304,0.5883304,3.5883304,0
[0.6102148],0,1,1,1,0.6102148,0.6102148,3.6102148,0
[0.63260376],1,1,1,1,0.63260376,0.63260376,4.63260376,1
[0.34487393],0,0,0,0,0.34487393,0.34487393,0.34487393,0
[0.72788393],1,1,1,1,0.72788393,0.72788393,4.72788393,1
[0.5108688],0,0,0,0,0.5108688,0.5108688,0.5108688,0
[0.4511791],1,0,0,1,0.4511791,0.4511791,2.4511791,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.62875205],1,1,1,1,0.62875205,0.62875205,4.62875205,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.60548353],1,1,1,1,0.60548353,0.60548353,4.60548353,1
[0.62049425],1,1,1,1,0.62049425,0.62049425,4.62049425,1
[0.7872307],1,1,1,1,0.7872307,0.7872307,4.7872307,1
[0.68619496],1,0,1,1,0.68619496,0.68619496,3.68619496,0
[0.47174546],0,1,1,1,0.47174546,0.47174546,3.47174546,0
[0.7985072],0,1,1,1,0.7985072,0.7985072,3.7985072,0
[0.5622275],0,0,0,0,0.5622275,0.5622275,0.5622275,0
[0.7051797],1,1,1,1,0.7051797,0.7051797,4.7051797,1
[0.345529],1,0,0,0,0.345529,0.345529,1.345529,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5631101],1,1,1,1,0.5631101,0.5631101,4.5631101,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.53137267],1,1,1,1,0.53137267,0.53137267,4.53137267,1
[0.64710927],0,1,1,1,0.64710927,0.64710927,3.64710927,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7180867],1,1,1,1,0.7180867,0.7180867,4.7180867,1
[0.56795305],1,1,1,1,0.56795305,0.56795305,4.56795305,1
[0.80863535],1,1,1,1,0.80863535,0.80863535,4.80863535,1
[0.498978],1,1,1,1,0.498978,0.498978,4.498978,1
[0.6603208],0,0,0,0,0.6603208,0.6603208,0.6603208,0
[0.5669814],0,1,1,0,0.5669814,0.5669814,2.5669814,0
[0.5958346],1,1,1,1,0.5958346,0.5958346,4.5958346,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.676137],1,1,1,1,0.676137,0.676137,4.676137,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.7094882],1,1,1,1,0.7094882,0.7094882,4.7094882,1
[0.5074159],0,0,0,0,0.5074159,0.5074159,0.5074159,0
[0.44555953],1,0,0,1,0.44555953,0.44555953,2.44555953,0
[0.65861166],0,1,1,1,0.65861166,0.65861166,3.65861166,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.52279913],0,0,0,1,0.52279913,0.52279913,1.52279913,0
[0.60155237],1,1,1,1,0.60155237,0.60155237,4.60155237,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.5167404],0,1,1,1,0.5167404,0.5167404,3.5167404,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.74340796],1,1,1,1,0.74340796,0.74340796,4.74340796,1
[0.57288533],0,1,1,0,0.57288533,0.57288533,2.57288533,0
[0.38696405],0,0,0,1,0.38696405,0.38696405,1.38696405,0
[0.6154171],1,1,1,1,0.6154171,0.6154171,4.6154171,1
[0.7129725],1,1,1,1,0.7129725,0.7129725,4.7129725,1
[0.54957604],0,1,1,0,0.54957604,0.54957604,2.54957604,0
[0.71423554],1,1,1,1,0.71423554,0.71423554,4.71423554,1
[0.43801183],1,0,0,1,0.43801183,0.43801183,2.43801183,0
[0.58106685],1,1,1,1,0.58106685,0.58106685,4.58106685,1
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.78769994],0,1,1,1,0.78769994,0.78769994,3.78769994,0
[0.7381102],1,1,1,1,0.7381102,0.7381102,4.7381102,1
[0.76403874],0,1,1,1,0.76403874,0.76403874,3.76403874,0
[0.6589615],1,1,1,1,0.6589615,0.6589615,4.6589615,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.7288461],1,1,1,1,0.7288461,0.7288461,4.7288461,1
[0.7361549],1,1,1,1,0.7361549,0.7361549,4.7361549,1
[0.67747223],0,1,1,1,0.67747223,0.67747223,3.67747223,0
[0.44343784],0,0,0,0,0.44343784,0.44343784,0.44343784,0
[0.5661404],1,1,1,1,0.5661404,0.5661404,4.5661404,1
[0.5618144],1,0,0,1,0.5618144,0.5618144,2.5618144,0
[0.78841454],1,1,1,1,0.78841454,0.78841454,4.78841454,1
[0.3985131],1,0,0,1,0.3985131,0.3985131,2.3985131,0
[0.8337269],1,1,1,1,0.8337269,0.8337269,4.8337269,1
[0.8141947],1,1,1,1,0.8141947,0.8141947,4.8141947,1
[0.8337269],0,1,1,1,0.8337269,0.8337269,3.8337269,0
[0.6230388],1,1,1,1,0.6230388,0.6230388,4.6230388,1
[0.73059225],1,1,1,1,0.73059225,0.73059225,4.73059225,1
[0.48508337],1,0,0,1,0.48508337,0.48508337,2.48508337,0
[0.76957864],1,1,1,1,0.76957864,0.76957864,4.76957864,1
[0.51977146],0,1,1,0,0.51977146,0.51977146,2.51977146,0
[0.8186941],1,1,1,1,0.8186941,0.8186941,4.8186941,1
[0.81912947],1,1,1,1,0.81912947,0.81912947,4.81912947,1
[0.64460886],1,1,1,1,0.64460886,0.64460886,4.64460886,1
[0.7064527],1,1,1,1,0.7064527,0.7064527,4.7064527,1
[0.36862245],0,0,0,1,0.36862245,0.36862245,1.36862245,0
[0.64955246],0,1,1,1,0.64955246,0.64955246,3.64955246,0
[0.5210142],0,0,0,1,0.5210142,0.5210142,1.5210142,0
[0.51779044],1,0,0,0,0.51779044,0.51779044,1.51779044,0
[0.41211194],1,0,0,1,0.41211194,0.41211194,2.41211194,0
[0.4955542],1,1,1,1,0.4955542,0.4955542,4.4955542,1
[0.53010476],1,1,1,1,0.53010476,0.53010476,4.53010476,1
